Waterbody Type,Constituent Group,Constituent,TADA.Constituent,Fraction,Use,Use Description,Type,Minimum Assessment Period,Minimum number of data points,Other Requirements,Listing methodology,Notes,Min_Assess_Period_Yrs,Min_Num_Pts
Marine,Toxics,Nonylphenol,NONYLPHENOL,Dissolved,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,Chronic,2 years,18,"18 results required for existing impaired, to determine attainment",CALM,,2,18
Freshwater,Toxics,Parathion,PARATHION,Dissolved,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,Chronic,2 years,18,"18 results required for existing impaired, to determine attainment",CALM,,2,18
Freshwater,Toxics,Pentachloro-phenol,PENTACHLOROPHENOL,Dissolved,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,Chronic,2 years,18,"18 results required for existing impaired, to determine attainment",CALM,,2,18
Marine,Toxics,Pentachloro-phenol,PENTACHLOROPHENOL,Dissolved,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,Chronic,2 years,18,"18 results required for existing impaired, to determine attainment",CALM,,2,18
Freshwater,Toxics,Polychlorinated Biphenyls (PCBs),POLYCHLORINATED BIPHENYLS,Dissolved,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,Chronic,2 years,18,"18 results required for existing impaired, to determine attainment",CALM,,2,18
Marine,Toxics,Polychlorinated Biphenyls (PCBs),POLYCHLORINATED BIPHENYLS,Dissolved,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,Chronic,2 years,18,"18 results required for existing impaired, to determine attainment",CALM,,2,18
Freshwater,Toxics,Toxaphene,TOXAPHENE,Dissolved,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,Chronic,2 years,18,"18 results required for existing impaired, to determine attainment",CALM,,2,18
Marine,Toxics,Toxaphene,TOXAPHENE,Dissolved,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,Chronic,2 years,18,"18 results required for existing impaired, to determine attainment",CALM,,2,18
Freshwater,Toxics,Tributyltin (TBT),TRIBUTYLIN,Dissolved,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,Chronic,2 years,18,"18 results required for existing impaired, to determine attainment",CALM,,2,18
Marine,Toxics,Tributyltin (TBT),TRIBUTYLIN,Dissolved,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,Chronic,2 years,18,"18 results required for existing impaired, to determine attainment",CALM,,2,18
Freshwater,Toxics,"Dichloropropene 1, 3-","1,3-DICHLOROPROPENE",Dissolved,WATER SUPPLY,"DRINKING, CULINARY, AND FOOD PROCESSING",,2 years,10,"15 results required for existing impaired, to determine attainment",CALM,,2,10
Freshwater,Toxics,"Dichloropropene 1, 3-","1,3-DICHLOROPROPENE",Dissolved,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,,2 years,10,"15 results required for existing impaired, to determine attainment",CALM,,2,10
Freshwater,Petroleum Hydrocarbons,Total aqueous hydrocarbons,TOTAL AQUEOUS HYDROCARBONS,Total,WATER SUPPLY,AQUACULTURE,,2 years,20,,Petroleum hydrocarbons,,2,20
Freshwater,Petroleum Hydrocarbons,Total aromatic hydrocarbons,TOTAL AROMATIC HYDROCARBONS,Total,WATER SUPPLY,AQUACULTURE,,2 years,20,,Petroleum hydrocarbons,,2,20
Marine,Petroleum Hydrocarbons,Total aqueous hydrocarbons,TOTAL AQUEOUS HYDROCARBONS,Total,WATER SUPPLY,AQUACULTURE,,2 years,20,,Petroleum hydrocarbons,,2,20
Marine,Petroleum Hydrocarbons,Total aromatic hydrocarbons,TOTAL AROMATIC HYDROCARBONS,Total,WATER SUPPLY,AQUACULTURE,,2 years,20,,Petroleum hydrocarbons,,2,20
Freshwater,Turbidity,Turbidity,TURBIDITY,,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,,2 years,20 days,Characterizes an annual period of concern of at least 3 weeks,Turbidity,"Years of assessment need not be consecutive but should be within a reasonably short timeframe (i.e., within 5 years if possible)",2,20
Freshwater,Turbidity,Turbidity,TURBIDITY,,WATER RECREATION,SECONDARY RECREATION,,2 years,20 days,Characterizes an annual period of concern of at least 3 weeks,Turbidity,"Years of assessment need not be consecutive but should be within a reasonably short timeframe (i.e., within 5 years if possible)",2,20
Freshwater,Turbidity,Turbidity,TURBIDITY,,WATER SUPPLY,AQUACULTURE,,2 years,20 days,Characterizes an annual period of concern of at least 3 weeks,Turbidity,"Years of assessment need not be consecutive but should be within a reasonably short timeframe (i.e., within 5 years if possible)",2,20
Freshwater,Turbidity,Turbidity,TURBIDITY,,WATER SUPPLY,"DRINKING, CULINARY, AND FOOD PROCESSING",,2 years,20 days,Characterizes an annual period of concern of at least 3 weeks,Turbidity,"Years of assessment need not be consecutive but should be within a reasonably short timeframe (i.e., within 5 years if possible)",2,20
Marine,Turbidity,Turbidity,TURBIDITY,,WATER SUPPLY,AQUACULTURE,,2 years,20 days,Characterizes an annual period of concern of at least 3 weeks,Turbidity,"Years of assessment need not be consecutive but should be within a reasonably short timeframe (i.e., within 5 years if possible)",2,20
Marine,Turbidity,Turbidity,TURBIDITY,,WATER RECREATION,CONTACT RECREATION,,2 years,20 days,Characterizes an annual period of concern of at least 3 weeks,Turbidity,"Years of assessment need not be consecutive but should be within a reasonably short timeframe (i.e., within 5 years if possible)",2,20
Marine,Turbidity,Turbidity,TURBIDITY,,WATER RECREATION,SECONDARY RECREATION,,2 years,20 days,Characterizes an annual period of concern of at least 3 weeks,Turbidity,"Years of assessment need not be consecutive but should be within a reasonably short timeframe (i.e., within 5 years if possible)",2,20
Marine,Petroleum Hydrocarbons,Total aqueous hydrocarbons,TOTAL AQUEOUS HYDROCARBONS,Total,HARVESTING FOR CONSUMPTION OF RAW MOLLUSKS OR OTHER RAW AQUATIC LIFE,,,2 years,20,,Petroleum hydrocarbons,,2,20
Marine,Petroleum Hydrocarbons,Total aromatic hydrocarbons,TOTAL AROMATIC HYDROCARBONS,Total,HARVESTING FOR CONSUMPTION OF RAW MOLLUSKS OR OTHER RAW AQUATIC LIFE,,,2 years,20,,Petroleum hydrocarbons,,2,20
Freshwater,Toxics,"Tetrachlorobenzene, 1, 2, 4, 5-","1,2,4,5-TETRACHLOROBENZENE",Dissolved,WATER SUPPLY,"DRINKING, CULINARY, AND FOOD PROCESSING",,2 years,10,"15 results required for existing impaired, to determine attainment",CALM,,2,10
Freshwater,Toxics,"Tetrachlorobenzene, 1, 2, 4, 5-","1,2,4,5-TETRACHLOROBENZENE",Dissolved,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,,2 years,10,"15 results required for existing impaired, to determine attainment",CALM,,2,10
