AUID_ATTNS,MonitoringLocationTypeName,AU_Type,TADA.CharacteristicName,TADA.ResultMeasure.MeasureUnitCode,TADA.ResultSampleFractionText_new,n_Samples,n_SampDates,n_WaterYears,Waterbody Type,Fraction,Use,Use Description,Type,Minimum Assessment Period,Minimum number of data points,Min_Assess_Period_Yrs,Min_Num_Pts,Min_Period_Pass,Min_Data_Pass,Data_Sufficient,Hardness_Dependency
AK_B_1010204_005,BEACH Program Site-Ocean,Beach,FECAL COLIFORM,MPN/100ML,,85,68,5,Marine,,WATER SUPPLY,SEAFOOD PROCESSING,,2 water years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.
AK_B_1010204_005,BEACH Program Site-Ocean,Beach,FECAL COLIFORM,MPN/100ML,,85,68,5,Marine,,WATER SUPPLY,INDUSTRIAL,,2 water years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.
AK_B_1010204_005,BEACH Program Site-Ocean,Beach,PH,SU,,25,25,2,Marine,,HARVESTING FOR CONSUMPTION OF RAW MOLLUSKS OR OTHER RAW AQUATIC LIFE,,,2 years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.
AK_B_1010204_005,BEACH Program Site-Ocean,Beach,PH,SU,,25,25,2,Marine,,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,,2 years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.
AK_B_1010204_005,BEACH Program Site-Ocean,Beach,PH,SU,,25,25,2,Marine,,WATER RECREATION,CONTACT RECREATION,,2 years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.
AK_B_1010204_005,BEACH Program Site-Ocean,Beach,PH,SU,,25,25,2,Marine,,WATER RECREATION,SECONDARY RECREATION,,2 years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.
AK_B_1010204_005,BEACH Program Site-Ocean,Beach,PH,SU,,25,25,2,Marine,,WATER SUPPLY,AQUACULTURE,,2 years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.
AK_B_1010204_005,BEACH Program Site-Ocean,Beach,PH,SU,,25,25,2,Marine,,WATER SUPPLY,INDUSTRIAL,,2 years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.
AK_B_1010204_005,BEACH Program Site-Ocean,Beach,PH,SU,,25,25,2,Marine,,WATER SUPPLY,SEAFOOD PROCESSING,,2 years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.
AK_B_1010204_005,BEACH Program Site-Ocean,Beach,TURBIDITY,NTU,,26,26,2,Marine,,WATER SUPPLY,AQUACULTURE,,2 years,20 days,2,20,Yes,Yes,Yes,Hardness dependency not applicable.
AK_B_1010204_005,BEACH Program Site-Ocean,Beach,TURBIDITY,NTU,,26,26,2,Marine,,WATER RECREATION,CONTACT RECREATION,,2 years,20 days,2,20,Yes,Yes,Yes,Hardness dependency not applicable.
AK_B_1010204_005,BEACH Program Site-Ocean,Beach,TURBIDITY,NTU,,26,26,2,Marine,,WATER RECREATION,SECONDARY RECREATION,,2 years,20 days,2,20,Yes,Yes,Yes,Hardness dependency not applicable.
AK_B_1010204_006,BEACH Program Site-Ocean,Beach,ENTEROCOCCUS,CFU/100ML,,40,34,4,Marine,,WATER RECREATION,CONTACT RECREATION,,2 water years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.
AK_B_1010204_006,BEACH Program Site-Ocean,Beach,FECAL COLIFORM,CFU/100ML,,75,59,4,Marine,,HARVESTING FOR CONSUMPTION OF RAW MOLLUSKS OR OTHER RAW AQUATIC LIFE,,,2 water years,20,2,20,Yes,Yes,Yes,Hardness dependency not applicable.
AK_B_1010204_006,BEACH Program Site-Ocean,Beach,FECAL COLIFORM,CFU/100ML,,75,59,4,Marine,,WATER RECREATION,SECONDARY RECREATION,,2 water years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.
AK_B_1010204_006,BEACH Program Site-Ocean,Beach,FECAL COLIFORM,CFU/100ML,,75,59,4,Marine,,WATER SUPPLY,AQUACULTURE,,2 water years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.
AK_B_1010204_006,BEACH Program Site-Ocean,Beach,FECAL COLIFORM,CFU/100ML,,75,59,4,Marine,,WATER SUPPLY,SEAFOOD PROCESSING,,2 water years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.
AK_B_1010204_006,BEACH Program Site-Ocean,Beach,FECAL COLIFORM,CFU/100ML,,75,59,4,Marine,,WATER SUPPLY,INDUSTRIAL,,2 water years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.
AK_B_1010204_006,BEACH Program Site-Ocean,Beach,FECAL COLIFORM,MPN/100ML,,75,59,4,Marine,,HARVESTING FOR CONSUMPTION OF RAW MOLLUSKS OR OTHER RAW AQUATIC LIFE,,,2 water years,20,2,20,Yes,Yes,Yes,Hardness dependency not applicable.
AK_B_1010204_006,BEACH Program Site-Ocean,Beach,FECAL COLIFORM,MPN/100ML,,75,59,4,Marine,,WATER RECREATION,SECONDARY RECREATION,,2 water years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.
AK_B_1010204_006,BEACH Program Site-Ocean,Beach,FECAL COLIFORM,MPN/100ML,,75,59,4,Marine,,WATER SUPPLY,AQUACULTURE,,2 water years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.
AK_B_1010204_006,BEACH Program Site-Ocean,Beach,FECAL COLIFORM,MPN/100ML,,75,59,4,Marine,,WATER SUPPLY,SEAFOOD PROCESSING,,2 water years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.
AK_B_1010204_006,BEACH Program Site-Ocean,Beach,FECAL COLIFORM,MPN/100ML,,75,59,4,Marine,,WATER SUPPLY,INDUSTRIAL,,2 water years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.
AK_B_1010204_006,BEACH Program Site-Ocean,Beach,PH,SU,,25,25,2,Marine,,HARVESTING FOR CONSUMPTION OF RAW MOLLUSKS OR OTHER RAW AQUATIC LIFE,,,2 years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.
AK_B_1010204_006,BEACH Program Site-Ocean,Beach,PH,SU,,25,25,2,Marine,,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,,2 years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.
AK_B_1010204_006,BEACH Program Site-Ocean,Beach,PH,SU,,25,25,2,Marine,,WATER RECREATION,CONTACT RECREATION,,2 years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.
AK_B_1010204_006,BEACH Program Site-Ocean,Beach,PH,SU,,25,25,2,Marine,,WATER RECREATION,SECONDARY RECREATION,,2 years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.
AK_B_1010204_006,BEACH Program Site-Ocean,Beach,PH,SU,,25,25,2,Marine,,WATER SUPPLY,AQUACULTURE,,2 years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.
AK_B_1010204_006,BEACH Program Site-Ocean,Beach,PH,SU,,25,25,2,Marine,,WATER SUPPLY,INDUSTRIAL,,2 years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.
AK_B_1010204_006,BEACH Program Site-Ocean,Beach,PH,SU,,25,25,2,Marine,,WATER SUPPLY,SEAFOOD PROCESSING,,2 years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.
AK_B_1010204_006,BEACH Program Site-Ocean,Beach,TURBIDITY,NTU,,26,26,2,Marine,,WATER SUPPLY,AQUACULTURE,,2 years,20 days,2,20,Yes,Yes,Yes,Hardness dependency not applicable.
AK_B_1010204_006,BEACH Program Site-Ocean,Beach,TURBIDITY,NTU,,26,26,2,Marine,,WATER RECREATION,CONTACT RECREATION,,2 years,20 days,2,20,Yes,Yes,Yes,Hardness dependency not applicable.
AK_B_1010204_006,BEACH Program Site-Ocean,Beach,TURBIDITY,NTU,,26,26,2,Marine,,WATER RECREATION,SECONDARY RECREATION,,2 years,20 days,2,20,Yes,Yes,Yes,Hardness dependency not applicable.
AK_B_1010204_007,BEACH Program Site-Ocean,Beach,ENTEROCOCCUS,CFU/100ML,,58,49,5,Marine,,WATER RECREATION,CONTACT RECREATION,,2 water years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.
AK_B_1010204_007,BEACH Program Site-Ocean,Beach,FECAL COLIFORM,CFU/100ML,,70,54,5,Marine,,HARVESTING FOR CONSUMPTION OF RAW MOLLUSKS OR OTHER RAW AQUATIC LIFE,,,2 water years,20,2,20,Yes,Yes,Yes,Hardness dependency not applicable.
AK_B_1010204_007,BEACH Program Site-Ocean,Beach,FECAL COLIFORM,CFU/100ML,,70,54,5,Marine,,WATER RECREATION,SECONDARY RECREATION,,2 water years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.
AK_B_1010204_007,BEACH Program Site-Ocean,Beach,FECAL COLIFORM,CFU/100ML,,70,54,5,Marine,,WATER SUPPLY,AQUACULTURE,,2 water years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.
AK_B_1010204_007,BEACH Program Site-Ocean,Beach,FECAL COLIFORM,CFU/100ML,,70,54,5,Marine,,WATER SUPPLY,SEAFOOD PROCESSING,,2 water years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.
AK_B_1010204_007,BEACH Program Site-Ocean,Beach,FECAL COLIFORM,CFU/100ML,,70,54,5,Marine,,WATER SUPPLY,INDUSTRIAL,,2 water years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.
AK_B_1010204_007,BEACH Program Site-Ocean,Beach,FECAL COLIFORM,MPN/100ML,,70,54,5,Marine,,HARVESTING FOR CONSUMPTION OF RAW MOLLUSKS OR OTHER RAW AQUATIC LIFE,,,2 water years,20,2,20,Yes,Yes,Yes,Hardness dependency not applicable.
AK_B_1010204_007,BEACH Program Site-Ocean,Beach,FECAL COLIFORM,MPN/100ML,,70,54,5,Marine,,WATER RECREATION,SECONDARY RECREATION,,2 water years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.
AK_B_1010204_007,BEACH Program Site-Ocean,Beach,FECAL COLIFORM,MPN/100ML,,70,54,5,Marine,,WATER SUPPLY,AQUACULTURE,,2 water years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.
AK_B_1010204_007,BEACH Program Site-Ocean,Beach,FECAL COLIFORM,MPN/100ML,,70,54,5,Marine,,WATER SUPPLY,SEAFOOD PROCESSING,,2 water years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.
AK_B_1010204_007,BEACH Program Site-Ocean,Beach,FECAL COLIFORM,MPN/100ML,,70,54,5,Marine,,WATER SUPPLY,INDUSTRIAL,,2 water years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.
AK_B_1010204_007,BEACH Program Site-Ocean,Beach,PH,SU,,25,25,2,Marine,,HARVESTING FOR CONSUMPTION OF RAW MOLLUSKS OR OTHER RAW AQUATIC LIFE,,,2 years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.
AK_B_1010204_007,BEACH Program Site-Ocean,Beach,PH,SU,,25,25,2,Marine,,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,,2 years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.
AK_B_1010204_007,BEACH Program Site-Ocean,Beach,PH,SU,,25,25,2,Marine,,WATER RECREATION,CONTACT RECREATION,,2 years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.
AK_B_1010204_007,BEACH Program Site-Ocean,Beach,PH,SU,,25,25,2,Marine,,WATER RECREATION,SECONDARY RECREATION,,2 years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.
AK_B_1010204_007,BEACH Program Site-Ocean,Beach,PH,SU,,25,25,2,Marine,,WATER SUPPLY,AQUACULTURE,,2 years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.
AK_B_1010204_007,BEACH Program Site-Ocean,Beach,PH,SU,,25,25,2,Marine,,WATER SUPPLY,INDUSTRIAL,,2 years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.
AK_B_1010204_007,BEACH Program Site-Ocean,Beach,PH,SU,,25,25,2,Marine,,WATER SUPPLY,SEAFOOD PROCESSING,,2 years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.
AK_B_1010204_007,BEACH Program Site-Ocean,Beach,TURBIDITY,NTU,,26,26,2,Marine,,WATER SUPPLY,AQUACULTURE,,2 years,20 days,2,20,Yes,Yes,Yes,Hardness dependency not applicable.
AK_B_1010204_007,BEACH Program Site-Ocean,Beach,TURBIDITY,NTU,,26,26,2,Marine,,WATER RECREATION,CONTACT RECREATION,,2 years,20 days,2,20,Yes,Yes,Yes,Hardness dependency not applicable.
AK_B_1010204_007,BEACH Program Site-Ocean,Beach,TURBIDITY,NTU,,26,26,2,Marine,,WATER RECREATION,SECONDARY RECREATION,,2 years,20 days,2,20,Yes,Yes,Yes,Hardness dependency not applicable.
AK_B_1010204_008,BEACH Program Site-Ocean,Beach,ENTEROCOCCUS,CFU/100ML,,41,36,4,Marine,,WATER RECREATION,CONTACT RECREATION,,2 water years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.
AK_B_1010204_008,BEACH Program Site-Ocean,Beach,FECAL COLIFORM,CFU/100ML,,66,50,4,Marine,,HARVESTING FOR CONSUMPTION OF RAW MOLLUSKS OR OTHER RAW AQUATIC LIFE,,,2 water years,20,2,20,Yes,Yes,Yes,Hardness dependency not applicable.
AK_B_1010204_008,BEACH Program Site-Ocean,Beach,FECAL COLIFORM,CFU/100ML,,66,50,4,Marine,,WATER RECREATION,SECONDARY RECREATION,,2 water years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.
AK_B_1010204_008,BEACH Program Site-Ocean,Beach,FECAL COLIFORM,CFU/100ML,,66,50,4,Marine,,WATER SUPPLY,AQUACULTURE,,2 water years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.
AK_B_1010204_008,BEACH Program Site-Ocean,Beach,FECAL COLIFORM,CFU/100ML,,66,50,4,Marine,,WATER SUPPLY,SEAFOOD PROCESSING,,2 water years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.
AK_B_1010204_008,BEACH Program Site-Ocean,Beach,FECAL COLIFORM,CFU/100ML,,66,50,4,Marine,,WATER SUPPLY,INDUSTRIAL,,2 water years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.
AK_B_1010204_008,BEACH Program Site-Ocean,Beach,FECAL COLIFORM,MPN/100ML,,66,50,4,Marine,,HARVESTING FOR CONSUMPTION OF RAW MOLLUSKS OR OTHER RAW AQUATIC LIFE,,,2 water years,20,2,20,Yes,Yes,Yes,Hardness dependency not applicable.
AK_B_1010204_008,BEACH Program Site-Ocean,Beach,FECAL COLIFORM,MPN/100ML,,66,50,4,Marine,,WATER RECREATION,SECONDARY RECREATION,,2 water years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.
AK_B_1010204_008,BEACH Program Site-Ocean,Beach,FECAL COLIFORM,MPN/100ML,,66,50,4,Marine,,WATER SUPPLY,AQUACULTURE,,2 water years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.
AK_B_1010204_008,BEACH Program Site-Ocean,Beach,FECAL COLIFORM,MPN/100ML,,66,50,4,Marine,,WATER SUPPLY,SEAFOOD PROCESSING,,2 water years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.
AK_B_1010204_008,BEACH Program Site-Ocean,Beach,FECAL COLIFORM,MPN/100ML,,66,50,4,Marine,,WATER SUPPLY,INDUSTRIAL,,2 water years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.
AK_B_1010204_008,BEACH Program Site-Ocean,Beach,PH,SU,,25,25,2,Marine,,HARVESTING FOR CONSUMPTION OF RAW MOLLUSKS OR OTHER RAW AQUATIC LIFE,,,2 years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.
AK_B_1010204_008,BEACH Program Site-Ocean,Beach,PH,SU,,25,25,2,Marine,,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,,2 years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.
AK_B_1010204_008,BEACH Program Site-Ocean,Beach,PH,SU,,25,25,2,Marine,,WATER RECREATION,CONTACT RECREATION,,2 years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.
AK_B_1010204_008,BEACH Program Site-Ocean,Beach,PH,SU,,25,25,2,Marine,,WATER RECREATION,SECONDARY RECREATION,,2 years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.
AK_B_1010204_008,BEACH Program Site-Ocean,Beach,PH,SU,,25,25,2,Marine,,WATER SUPPLY,AQUACULTURE,,2 years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.
AK_B_1010204_008,BEACH Program Site-Ocean,Beach,PH,SU,,25,25,2,Marine,,WATER SUPPLY,INDUSTRIAL,,2 years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.
AK_B_1010204_008,BEACH Program Site-Ocean,Beach,PH,SU,,25,25,2,Marine,,WATER SUPPLY,SEAFOOD PROCESSING,,2 years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.
AK_B_1010204_008,BEACH Program Site-Ocean,Beach,TURBIDITY,NTU,,26,26,2,Marine,,WATER SUPPLY,AQUACULTURE,,2 years,20 days,2,20,Yes,Yes,Yes,Hardness dependency not applicable.
AK_B_1010204_008,BEACH Program Site-Ocean,Beach,TURBIDITY,NTU,,26,26,2,Marine,,WATER RECREATION,CONTACT RECREATION,,2 years,20 days,2,20,Yes,Yes,Yes,Hardness dependency not applicable.
AK_B_1010204_008,BEACH Program Site-Ocean,Beach,TURBIDITY,NTU,,26,26,2,Marine,,WATER RECREATION,SECONDARY RECREATION,,2 years,20 days,2,20,Yes,Yes,Yes,Hardness dependency not applicable.
AK_B_1010205_001,BEACH Program Site-Ocean,Beach,ENTEROCOCCUS,CFU/100ML,,63,54,5,Marine,,WATER RECREATION,CONTACT RECREATION,,2 water years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.
AK_B_1010205_001,BEACH Program Site-Ocean,Beach,FECAL COLIFORM,CFU/100ML,,85,67,5,Marine,,HARVESTING FOR CONSUMPTION OF RAW MOLLUSKS OR OTHER RAW AQUATIC LIFE,,,2 water years,20,2,20,Yes,Yes,Yes,Hardness dependency not applicable.
AK_B_1010205_001,BEACH Program Site-Ocean,Beach,FECAL COLIFORM,CFU/100ML,,85,67,5,Marine,,WATER RECREATION,SECONDARY RECREATION,,2 water years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.
AK_B_1010205_001,BEACH Program Site-Ocean,Beach,FECAL COLIFORM,CFU/100ML,,85,67,5,Marine,,WATER SUPPLY,AQUACULTURE,,2 water years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.
AK_B_1010205_001,BEACH Program Site-Ocean,Beach,FECAL COLIFORM,CFU/100ML,,85,67,5,Marine,,WATER SUPPLY,SEAFOOD PROCESSING,,2 water years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.
AK_B_1010205_001,BEACH Program Site-Ocean,Beach,FECAL COLIFORM,CFU/100ML,,85,67,5,Marine,,WATER SUPPLY,INDUSTRIAL,,2 water years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.
AK_B_1010205_001,BEACH Program Site-Ocean,Beach,FECAL COLIFORM,MPN/100ML,,85,67,5,Marine,,HARVESTING FOR CONSUMPTION OF RAW MOLLUSKS OR OTHER RAW AQUATIC LIFE,,,2 water years,20,2,20,Yes,Yes,Yes,Hardness dependency not applicable.
AK_B_1010205_001,BEACH Program Site-Ocean,Beach,FECAL COLIFORM,MPN/100ML,,85,67,5,Marine,,WATER RECREATION,SECONDARY RECREATION,,2 water years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.
AK_B_1010205_001,BEACH Program Site-Ocean,Beach,FECAL COLIFORM,MPN/100ML,,85,67,5,Marine,,WATER SUPPLY,AQUACULTURE,,2 water years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.
AK_B_1010205_001,BEACH Program Site-Ocean,Beach,FECAL COLIFORM,MPN/100ML,,85,67,5,Marine,,WATER SUPPLY,SEAFOOD PROCESSING,,2 water years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.
AK_B_1010205_001,BEACH Program Site-Ocean,Beach,FECAL COLIFORM,MPN/100ML,,85,67,5,Marine,,WATER SUPPLY,INDUSTRIAL,,2 water years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.
AK_B_1010205_001,BEACH Program Site-Ocean,Beach,PH,SU,,25,25,2,Marine,,HARVESTING FOR CONSUMPTION OF RAW MOLLUSKS OR OTHER RAW AQUATIC LIFE,,,2 years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.
AK_B_1010205_001,BEACH Program Site-Ocean,Beach,PH,SU,,25,25,2,Marine,,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,,2 years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.
AK_B_1010205_001,BEACH Program Site-Ocean,Beach,PH,SU,,25,25,2,Marine,,WATER RECREATION,CONTACT RECREATION,,2 years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.
AK_B_1010205_001,BEACH Program Site-Ocean,Beach,PH,SU,,25,25,2,Marine,,WATER RECREATION,SECONDARY RECREATION,,2 years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.
AK_B_1010205_001,BEACH Program Site-Ocean,Beach,PH,SU,,25,25,2,Marine,,WATER SUPPLY,AQUACULTURE,,2 years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.
AK_B_1010205_001,BEACH Program Site-Ocean,Beach,PH,SU,,25,25,2,Marine,,WATER SUPPLY,INDUSTRIAL,,2 years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.
AK_B_1010205_001,BEACH Program Site-Ocean,Beach,PH,SU,,25,25,2,Marine,,WATER SUPPLY,SEAFOOD PROCESSING,,2 years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.
AK_B_1010205_001,BEACH Program Site-Ocean,Beach,TURBIDITY,NTU,,26,26,2,Marine,,WATER SUPPLY,AQUACULTURE,,2 years,20 days,2,20,Yes,Yes,Yes,Hardness dependency not applicable.
AK_B_1010205_001,BEACH Program Site-Ocean,Beach,TURBIDITY,NTU,,26,26,2,Marine,,WATER RECREATION,CONTACT RECREATION,,2 years,20 days,2,20,Yes,Yes,Yes,Hardness dependency not applicable.
AK_B_1010205_001,BEACH Program Site-Ocean,Beach,TURBIDITY,NTU,,26,26,2,Marine,,WATER RECREATION,SECONDARY RECREATION,,2 years,20 days,2,20,Yes,Yes,Yes,Hardness dependency not applicable.
AK_B_1010208_001,BEACH Program Site-Ocean,Beach,ENTEROCOCCUS,CFU/100ML,,63,52,5,Marine,,WATER RECREATION,CONTACT RECREATION,,2 water years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.
AK_B_1010208_001,BEACH Program Site-Ocean,Beach,FECAL COLIFORM,CFU/100ML,,76,60,5,Marine,,HARVESTING FOR CONSUMPTION OF RAW MOLLUSKS OR OTHER RAW AQUATIC LIFE,,,2 water years,20,2,20,Yes,Yes,Yes,Hardness dependency not applicable.
AK_B_1010208_001,BEACH Program Site-Ocean,Beach,FECAL COLIFORM,CFU/100ML,,76,60,5,Marine,,WATER RECREATION,SECONDARY RECREATION,,2 water years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.
AK_B_1010208_001,BEACH Program Site-Ocean,Beach,FECAL COLIFORM,CFU/100ML,,76,60,5,Marine,,WATER SUPPLY,AQUACULTURE,,2 water years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.
AK_B_1010208_001,BEACH Program Site-Ocean,Beach,FECAL COLIFORM,CFU/100ML,,76,60,5,Marine,,WATER SUPPLY,SEAFOOD PROCESSING,,2 water years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.
AK_B_1010208_001,BEACH Program Site-Ocean,Beach,FECAL COLIFORM,CFU/100ML,,76,60,5,Marine,,WATER SUPPLY,INDUSTRIAL,,2 water years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.
AK_B_1010208_001,BEACH Program Site-Ocean,Beach,FECAL COLIFORM,MPN/100ML,,76,60,5,Marine,,HARVESTING FOR CONSUMPTION OF RAW MOLLUSKS OR OTHER RAW AQUATIC LIFE,,,2 water years,20,2,20,Yes,Yes,Yes,Hardness dependency not applicable.
AK_B_1010208_001,BEACH Program Site-Ocean,Beach,FECAL COLIFORM,MPN/100ML,,76,60,5,Marine,,WATER RECREATION,SECONDARY RECREATION,,2 water years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.
AK_B_1010208_001,BEACH Program Site-Ocean,Beach,FECAL COLIFORM,MPN/100ML,,76,60,5,Marine,,WATER SUPPLY,AQUACULTURE,,2 water years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.
AK_B_1010208_001,BEACH Program Site-Ocean,Beach,FECAL COLIFORM,MPN/100ML,,76,60,5,Marine,,WATER SUPPLY,SEAFOOD PROCESSING,,2 water years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.
AK_B_1010208_001,BEACH Program Site-Ocean,Beach,FECAL COLIFORM,MPN/100ML,,76,60,5,Marine,,WATER SUPPLY,INDUSTRIAL,,2 water years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.
AK_B_1010208_001,BEACH Program Site-Ocean,Beach,PH,SU,,25,25,2,Marine,,HARVESTING FOR CONSUMPTION OF RAW MOLLUSKS OR OTHER RAW AQUATIC LIFE,,,2 years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.
AK_B_1010208_001,BEACH Program Site-Ocean,Beach,PH,SU,,25,25,2,Marine,,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,,2 years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.
AK_B_1010208_001,BEACH Program Site-Ocean,Beach,PH,SU,,25,25,2,Marine,,WATER RECREATION,CONTACT RECREATION,,2 years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.
AK_B_1010208_001,BEACH Program Site-Ocean,Beach,PH,SU,,25,25,2,Marine,,WATER RECREATION,SECONDARY RECREATION,,2 years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.
AK_B_1010208_001,BEACH Program Site-Ocean,Beach,PH,SU,,25,25,2,Marine,,WATER SUPPLY,AQUACULTURE,,2 years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.
AK_B_1010208_001,BEACH Program Site-Ocean,Beach,PH,SU,,25,25,2,Marine,,WATER SUPPLY,INDUSTRIAL,,2 years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.
AK_B_1010208_001,BEACH Program Site-Ocean,Beach,PH,SU,,25,25,2,Marine,,WATER SUPPLY,SEAFOOD PROCESSING,,2 years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.
AK_B_1010208_001,BEACH Program Site-Ocean,Beach,TURBIDITY,NTU,,26,26,2,Marine,,WATER SUPPLY,AQUACULTURE,,2 years,20 days,2,20,Yes,Yes,Yes,Hardness dependency not applicable.
AK_B_1010208_001,BEACH Program Site-Ocean,Beach,TURBIDITY,NTU,,26,26,2,Marine,,WATER RECREATION,CONTACT RECREATION,,2 years,20 days,2,20,Yes,Yes,Yes,Hardness dependency not applicable.
AK_B_1010208_001,BEACH Program Site-Ocean,Beach,TURBIDITY,NTU,,26,26,2,Marine,,WATER RECREATION,SECONDARY RECREATION,,2 years,20 days,2,20,Yes,Yes,Yes,Hardness dependency not applicable.
